ID,q11a_1_i,public,responseid,q0_i,finished,device_phone,TIMING,startdate,enddate,duration_min,durationinseconds,recordeddate,studentprofiletime,studentprofile_min,essaytime,essaytime_min,qduration_essay_min,otheroutcomestime,otheroutcomestime_min,FACTORS,vignette,vignette_n,student_name,father_mail,essay,sex_female,ses_high,spanish,essay_good,essay_cc_high,allpassed,behaviour_good,OUTCOMES,grade_essay,grade_essay_good,grade_essay_bad,repit,expect,psupport,RESPONDENT_VARIABLES,q9_i,q10_1,age,q11b_1_i,q12_i,q13_i,q14_i,q15_i,RESPONDENT_ATTITUDES,q16_1,q16_2,q16_3,q16_4,MANIPULATION_CHECKS,q4_i,q5_i,q6_i,q7_i,q8_i,q8b_i,MANIPULATION_RIGHT_WRONG,sex_signal,migrant_signal,SES_signal,failed_signal,behaviour_signal,cc_signal,signals
,21,0,"R_5mCPWIv4zwMN98R",1,"TRUE",0,,"4/5/23 06:58","4/5/23 07:03",4.533333,272,"4/5/23 07:03",33.421,.5570167,60.992,1.016533,1,28.032,.4672,,55,10,4,4,2,0,0,0,0,0,1,1,,7.5,,7.5,2.2,8,6,,2,2003,1,2,1,1,1,1,,2,3,1,4,,2,4,3,4,2,3,,1,0,2,1,1,0,3
,6,1,"R_UnH8oO6I8IUEc2l",1,"TRUE",0,,"19/4/23 07:31","19/4/23 07:43",11.26667,676,"19/4/23 07:43",281.056,4.684267,93.241,1.554017,1,35.726,.5954334,,55,10,4,4,2,0,0,0,0,0,1,1,,6.5,,6.5,0,8,6,,2,1986,2,3,1,2,1,1,,2,3,1,4,,1,1,5,4,2,2,,0,0,1,1,1,1,3
,18,1,"R_3QS61edxoMejCGD",1,"TRUE",0,,"27/4/23 08:58","27/4/23 09:04",6.466667,388,"27/4/23 09:04",43.56,.726,102.3,1.705,2,54.965,.9160833,,55,10,4,4,2,0,0,0,0,0,1,1,,5.1,,5.1,4.9,2.1,3,,2,1982,2,4,1,2,1,1,,3,2,1,4,,2,5,5,4,2,2,,1,1,1,1,1,1,1
,22,0,"R_1E6gAX4TW8O75xZ",1,"TRUE",1,,"2/5/23 06:29","2/5/23 06:37",8.05,483,"2/5/23 06:37",50.256,.8376,167.959,2.799317,3,55.403,.9233834,,55,10,4,4,2,0,0,0,0,0,1,1,,6.8,,6.8,3.4,7.1,2,,2,1995,2,2,2,2,1,1,,2,3,1,4,,2,5,5,4,2,2,,1,1,1,1,1,1,1
,8,0,"R_1ItI4fwx6xFyHoS",1,"TRUE",0,,"11/5/23 11:57","11/5/23 12:06",9.533334,572,"11/5/23 12:06",62.439,1.04065,156.466,2.607767,3,71.345,1.189083,,55,10,4,4,2,0,0,0,0,0,1,1,,3,,3,7,8,3,,1,1991,2,3,1,2,1,1,,2,3,1,4,,2,5,5,4,2,2,,1,1,1,1,1,1,1
,6,1,"R_5cl6pT6wM2BsJrj",1,"TRUE",0,,"20/4/23 01:33","20/4/23 01:36",3.216667,193,"20/4/23 01:36",6.598,.1099667,4.067,.0677833,1,5.209,.0868167,,55,10,4,4,2,0,0,0,0,0,1,1,,8.9,,8.9,6.9,7.1,8,,2,1996,2,2,2,2,1,1,,4,2,3,1,,1,1,5,5,1,3,,0,0,1,2,2,0,3
,6,1,"R_3EAVwf9M8GtjaKV",1,"TRUE",0,,"15/5/23 01:57","15/5/23 02:02",4.766667,286,"15/5/23 02:02",31.446,.5241,74.389,1.239817,1,32.571,.54285,,55,10,4,4,2,0,0,0,0,0,1,1,,4,,4,1,7,7,,2,1986,2,4,1,2,1,1,,1,3,2,4,,2,5,5,4,2,1,,1,1,1,1,1,2,3
,6,1,"R_1jesOrqPoJm6WXm",1,"TRUE",1,,"19/4/23 05:59","19/4/23 06:11",11.66667,700,"19/4/23 06:11",58.669,.9778166,146.458,2.440967,2,48.772,.8128666,,55,10,4,4,2,0,0,0,0,0,1,1,,7,,7,0,7,6,,2,1975,2,3,2,2,1,1,,1,2,3,4,,2,1,5,4,2,2,,1,0,1,1,1,1,3
,8,0,"R_12zrfHUr4MuUpqt",1,"TRUE",1,,"12/5/23 01:45","12/5/23 01:53",7.6,456,"12/5/23 01:53",33.801,.56335,153.932,2.565533,3,44.402,.7400333,,56,9,4,4,2,0,0,0,0,0,0,1,,4,,4,7,5,6,,2,2002,1,3,1,2,1,1,,2,3,1,4,,1,5,5,3,2,2,,0,1,1,1,1,1,3
,17,0,"R_31dwEl3Grs68p7N",1,"TRUE",1,,"19/5/23 10:05","19/5/23 10:08",2.716667,163,"19/5/23 10:08",2.036,.0339333,11.292,.1882,1,17.407,.2901167,,56,9,4,4,2,0,0,0,0,0,0,1,,7.1,,7.1,1.5,7,6,,1,2003,1,2,1,1,1,1,,2,4,3,1,,2,5,3,5,1,1,,1,1,2,2,2,2,3
,17,0,"R_1joFRQ7JRkEgx83",1,"TRUE",0,,"23/5/23 08:44","23/5/23 08:52",8.366667,502,"23/5/23 08:52",56.598,.9433,82.663,1.377717,1,65.544,1.0924,,56,9,4,4,2,0,0,0,0,0,0,1,,9,,9,4,10,4,,2,2002,1,3,1,1,1,1,,2,4,1,3,,2,5,5,3,2,1,,1,1,1,1,1,2,3
,20,0,"R_3qTMtb7hiLNKYEd",1,"TRUE",0,,"18/5/23 02:56","18/5/23 03:01",5.35,321,"18/5/23 03:01",43.317,.72195,80.376,1.3396,1,25.188,.4198,,56,9,4,4,2,0,0,0,0,0,0,1,,3.6,,3.6,5.1,4.1,3,,2,2004,1,1,1,1,1,1,,2,3,1,4,,2,5,5,3,2,2,,1,1,1,1,1,1,1
,17,0,"R_AuIwkjr2CG8l1GV",1,"TRUE",0,,"22/5/23 09:50","22/5/23 09:56",6.75,405,"22/5/23 09:56",7.289,.1214833,65.407,1.090117,1,64.781,1.079683,,56,9,4,4,2,0,0,0,0,0,0,1,,4.2,,4.2,0,10,10,,2,2003,1,2,1,2,1,1,,3,2,1,4,,2,5,4,5,2,2,,1,1,0,2,1,1,3
,16,0,"R_129fOfdx3t4TkHf",1,"TRUE",0,,"11/5/23 08:07","11/5/23 08:14",6.333333,380,"11/5/23 08:14",50.259,.83765,101.492,1.691533,2,54.961,.9160166,,56,9,4,4,2,0,0,0,0,0,0,1,,4,,4,5,2,0,,2,2000,1,4,1,2,1,1,,2,3,1,4,,2,5,5,3,2,2,,1,1,1,1,1,1,1
,11,0,"R_3oTRaL9evrjeiXe",1,"TRUE",1,,"9/5/23 15:25","9/5/23 15:37",11.73333,704,"9/5/23 15:37",64.787,1.079783,282.289,4.704817,3,53.682,.8947,,56,9,4,4,2,0,0,0,0,0,0,1,,7,,7,0,3.1,4,,2,1978,2,4,1,1,1,1,,3,1,2,4,,2,5,5,3,2,2,,1,1,1,1,1,1,1
,6,1,"R_2PuTeAlwY0HXoX0",1,"TRUE",0,,"20/4/23 13:04","20/4/23 13:15",11,660,"20/4/23 13:16",43.354,.7225667,204.713,3.411883,3,146.679,2.44465,,56,9,4,4,2,0,0,0,0,0,0,1,,3.5,,3.5,3,6,2,,1,2001,1,3,1,1,1,1,,3,2,1,4,,2,5,5,3,2,1,,1,1,1,1,1,2,3
,3,0,"R_3kMsCxJFKikmj9z",1,"TRUE",0,,"2/5/23 09:37","2/5/23 09:42",5.616667,337,"2/5/23 09:42",19.537,.3256167,121.567,2.026117,2,39.856,.6642666,,56,9,4,4,2,0,0,0,0,0,0,1,,5.2,,5.2,4.3,7.9,4,,2,2003,1,2,1,2,1,1,,3,2,1,4,,2,5,5,3,2,2,,1,1,1,1,1,1,1
,8,0,"R_31tmPo24TKnlsFd",1,"TRUE",0,,"11/5/23 03:16","11/5/23 03:32",16.13333,968,"11/5/23 03:32",35.379,.58965,198.582,3.3097,3,119.071,1.984517,,57,15,4,4,8,0,0,0,1,1,1,0,,9.5,9.5,,0,9.1,5,,2,1999,1,5,1,2,1,1,,3,2,1,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,8,0,"R_1ge9OatiEd9jrCa",1,"TRUE",1,,"11/5/23 05:24","11/5/23 05:32",7.783333,467,"11/5/23 05:32",35.06,.5843334,110.604,1.8434,2,105.095,1.751583,,57,15,4,4,8,0,0,0,1,1,1,0,,8.5,8.5,,1.5,7,4,,2,2003,1,1,1,2,1,1,,3,2,1,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,20,0,"R_22Lgqi36oXQG8PN",1,"TRUE",1,,"18/5/23 00:20","18/5/23 00:26",5.683333,341,"18/5/23 00:26",45.19,.7531666,77.461,1.291017,1,41.193,.68655,,57,15,4,4,8,0,0,0,1,1,1,0,,7,7,,2.3,10,3,,2,1999,1,4,1,2,1,1,,3,2,1,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,15,0,"R_2Et5vpQ2LHwbC3Q",1,"TRUE",1,,"19/5/23 08:20","19/5/23 08:27",7.05,423,"19/5/23 08:27",63.876,1.0646,84.685,1.411417,1,37.749,.62915,,57,15,4,4,8,0,0,0,1,1,1,0,,10,10,,0,8,9,,2,2003,1,2,1,1,1,1,,3,1,2,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,18,1,"R_20YDPkUo49Kq5nK",1,"TRUE",1,,"25/4/23 11:14","25/4/23 11:22",8.7,522,"25/4/23 11:22",30.115,.5019166,161.157,2.68595,3,95.293,1.588217,,57,15,4,4,8,0,0,0,1,1,1,0,,7.8,7.8,,3,3,2,,2,1994,2,4,1,2,1,1,,2,3,1,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,6,1,"R_2yjySPNPsBhB19A",1,"TRUE",1,,"20/4/23 10:57","20/4/23 11:03",6.083333,365,"20/4/23 11:03",37.86,.631,98.862,1.6477,1,65.1,1.085,,57,15,4,4,8,0,0,0,1,1,1,0,,10,10,,0,10,10,,2,1996,2,1,1,1,1,1,,3,2,1,4,,2,5,5,5,3,3,,1,1,1,2,1,1,3
,8,0,"R_24FUPRBEL2X5rzI",1,"TRUE",1,,"11/5/23 03:08","11/5/23 03:11",3.3,198,"11/5/23 03:11",11.082,.1847,21.187,.3531167,1,39.645,.66075,,57,15,4,4,8,0,0,0,1,1,1,0,,9,9,,0,8,7,,2,2002,1,3,1,2,1,1,,3,1,2,4,,2,5,3,4,2,2,,1,1,2,1,0,0,3
,4,1,"R_2cvjeT7yRFfnwtb",1,"TRUE",0,,"11/5/23 09:11","11/5/23 09:19",8,480,"11/5/23 09:19",113.813,1.896883,98.514,1.6419,1,50.495,.8415833,,57,15,4,4,8,0,0,0,1,1,1,0,,9.8,9.8,,.1,7.1,7,,2,1985,2,7,1,2,1,1,,2,1,3,4,,2,5,5,4,3,1,,1,1,1,1,1,2,3
,12,0,"R_UmYoIazG70blwhr",1,"TRUE",1,,"5/5/23 01:53","5/5/23 02:08",15.31667,919,"5/5/23 02:08",62.193,1.03655,458.301,7.63835,3,79.588,1.326467,,57,15,4,4,8,0,0,0,1,1,1,0,,9.3,9.3,,.3,9.8,2,,2,1995,2,4,1,2,1,2,,3,2,1,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,5,0,"R_24ueKcq3GnATaPq",1,"TRUE",0,,"16/5/23 01:00","16/5/23 01:05",5.583333,335,"16/5/23 01:05",47.802,.7966999,59.011,.9835167,1,38.111,.6351833,,57,15,4,4,8,0,0,0,1,1,1,0,,9.1,9.1,,.3,7.1,1,,1,1980,2,7,1,2,1,1,,3,2,1,4,,2,5,3,5,3,1,,1,1,2,2,1,2,3
,14,0,"R_ZmfZZYOLjjlgEG5",1,"TRUE",1,,"10/5/23 06:59","10/5/23 07:09",9.833333,590,"10/5/23 07:09",57.637,.9606167,213.903,3.56505,3,86.821,1.447017,,57,15,4,4,8,0,0,0,1,1,1,0,,9,9,,0,8,8,,1,2003,1,2,1,1,1,1,,3,2,1,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,16,0,"R_322XiLBT0vto6bZ",1,"TRUE",0,,"9/5/23 05:31","9/5/23 05:39",7.983333,479,"9/5/23 05:39",47.612,.7935333,85.885,1.431417,1,75.585,1.25975,,57,15,4,4,8,0,0,0,1,1,1,0,,10,10,,0,6,1,,2,2001,1,4,1,1,1,1,,2,3,1,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,6,1,"R_1Cy9doXJmdJYlsK",1,"TRUE",0,,"19/4/23 10:24","19/4/23 10:31",7.166667,430,"19/4/23 10:31",21.192,.3532,84.712,1.411867,1,74.14,1.235667,,57,15,4,4,8,0,0,0,1,1,1,0,,9.2,9.2,,.1,4.1,3,,1,1964,2,4,2,1,1,1,,3,2,1,4,,2,5,5,4,3,1,,1,1,1,1,1,2,3
,17,0,"R_10HQEZXP2V3feT9",1,"TRUE",0,,"20/5/23 02:48","20/5/23 03:18",29.31667,1759,"20/5/23 03:18",72.492,1.2082,175.587,2.92645,3,55.256,.9209334,,57,15,4,4,8,0,0,0,1,1,1,0,,10,10,,0,10,7,,2,2004,1,1,1,1,1,2,,3,2,1,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,17,0,"R_2OUTiksghcneqrC",1,"TRUE",0,,"19/5/23 04:54","19/5/23 05:00",6.116667,367,"19/5/23 05:00",68.467,1.141117,90.09,1.5015,1,36.46,.6076667,,57,15,4,4,8,0,0,0,1,1,1,0,,10,10,,4.9,7,2,,2,2003,1,2,1,1,1,1,,3,2,1,4,,2,5,5,4,3,3,,1,1,1,1,1,1,1
,22,0,"R_3OiS0pfacxI1863",1,"TRUE",0,,"19/4/23 14:02","19/4/23 14:12",10.13333,608,"19/4/23 14:12",73.256,1.220933,136.765,2.279417,2,56.038,.9339666,,58,16,4,4,8,0,0,0,1,1,0,0,,9.5,9.5,,10,5.1,4,,2,1994,2,4,1,2,1,1,,1,3,2,4,,2,5,5,3,3,3,,1,1,1,1,1,1,1
,3,0,"R_3dMVjBur3NpqCJI",1,"TRUE",0,,"1/5/23 12:01","1/5/23 12:09",8.083333,485,"1/5/23 12:09",38.21,.6368333,100.569,1.67615,1,86.153,1.435883,,58,16,4,4,8,0,0,0,1,1,0,0,,8.1,8.1,,2.1,3.6,3,,2,2000,1,5,1,1,1,1,,1,2,3,4,,2,5,5,3,3,3,,1,1,1,1,1,1,1
,7,0,"R_QlCXfk3i5PkgvCN",1,"TRUE",0,,"22/5/23 08:45","22/5/23 08:48",2.666667,160,"22/5/23 08:48",11.684,.1947333,12.83,.2138333,1,26.115,.43525,,58,16,4,4,8,0,0,0,1,1,0,0,,7.7,7.7,,.2,7.9,7,,2,2001,1,4,1,1,1,1,,3,1,2,4,,2,1,5,4,3,2,,1,0,1,0,1,0,3
,11,0,"R_e2QMTOtBFWW3uJr",1,"TRUE",0,,"9/5/23 03:00","9/5/23 03:04",4,240,"9/5/23 03:04",30.652,.5108667,38.145,.63575,1,35.11,.5851667,,58,16,4,4,8,0,0,0,1,1,0,0,,9,9,,4.5,3.1,1,,2,2002,1,3,1,1,1,1,,3,2,1,4,,1,5,3,3,3,3,,0,1,2,1,1,1,3
,6,1,"R_7OGgGB6p6PihmJb",1,"TRUE",1,,"19/4/23 06:29","19/4/23 06:34",5,300,"19/4/23 06:34",36.456,.6076,71.715,1.19525,1,39.452,.6575333,,58,16,4,4,8,0,0,0,1,1,0,0,,10,10,,3.4,8.1,10,,2,1991,2,4,1,1,1,1,,3,2,1,4,,2,5,5,3,3,3,,1,1,1,1,1,1,1
,18,1,"R_vk0ElVbiQDNytNf",1,"TRUE",0,,"24/4/23 09:34","24/4/23 09:48",14.23333,854,"24/4/23 09:48",72.275,1.204583,199.726,3.328767,3,112.678,1.877967,,58,16,4,4,8,0,0,0,1,1,0,0,,8,8,,4.9,5.1,6,,2,2001,1,3,2,1,2,2,,1,3,2,4,,2,5,5,3,3,3,,1,1,1,1,1,1,1
,6,1,"R_3RkYSaKWTWAdvxY",1,"TRUE",1,,"19/4/23 10:13","19/4/23 10:20",7,420,"19/4/23 10:20",35.887,.5981167,138.017,2.300283,2,48.736,.8122666,,58,16,4,4,8,0,0,0,1,1,0,0,,8.8,8.8,,.8,6.5,5,,2,1992,2,7,1,1,1,1,,3,1,2,4,,2,5,5,3,3,3,,1,1,1,1,1,1,1
,6,1,"R_29mIUkmN0uESOa8",1,"TRUE",1,,"19/4/23 06:17","19/4/23 06:32",15.46667,928,"19/4/23 06:32",73.093,1.218217,308.826,5.1471,3,194.674,3.244567,,58,16,4,4,8,0,0,0,1,1,0,0,,9,9,,8,10,4,,2,1994,2,4,1,2,1,1,,3,2,1,4,,2,1,5,3,3,3,,1,0,1,1,1,1,3
,8,0,"R_1o58UrU02nNGnsY",1,"TRUE",1,,"11/5/23 02:52","11/5/23 02:56",4.633333,278,"11/5/23 02:56",12.589,.2098167,107.532,1.7922,2,31.246,.5207667,,58,16,4,4,8,0,0,0,1,1,0,0,,8.2,8.2,,0,9.5,9,,1,2000,1,3,1,1,1,1,,2,3,1,4,,2,5,5,4,2,3,,1,1,1,0,0,1,3
,3,0,"R_22Aj5DVEDPqtxDJ",1,"TRUE",0,,"10/5/23 02:02","10/5/23 02:16",14.03333,842,"10/5/23 02:16",76.979,1.282983,231.577,3.859617,3,95.732,1.595533,,58,16,4,4,8,0,0,0,1,1,0,0,,8.8,8.8,,5.2,6.7,6,,2,2002,1,2,1,1,1,1,,2,3,1,4,,2,5,5,3,3,3,,1,1,1,1,1,1,1
,18,1,"R_3oSMqI9PRkUUwnt",1,"TRUE",0,,"26/4/23 04:31","26/4/23 04:42",11.1,666,"26/4/23 04:42",73.793,1.229883,222.65,3.710833,3,95.422,1.590367,,58,16,4,4,8,0,0,0,1,1,0,0,,6.3,6.3,,5,4.5,2,,2,1996,2,2,2,2,1,1,,3,2,1,4,,2,5,5,3,3,3,,1,1,1,1,1,1,1
,6,1,"R_Z2D74kNho1YBK3n",1,"TRUE",1,,"24/4/23 06:45","24/4/23 06:54",9.1,546,"24/4/23 06:54",30.302,.5050333,249.564,4.1594,3,71.648,1.194133,,58,16,4,4,8,0,0,0,1,1,0,0,,10,10,,.2,7.5,6,,2,1981,2,4,1,2,1,1,,1,3,2,4,,2,5,5,3,3,3,,1,1,1,1,1,1,1
,6,1,"R_ZE80hEc08fAawJb",1,"TRUE",0,,"19/4/23 14:23","19/4/23 14:27",3.916667,235,"19/4/23 14:27",14.343,.23905,37.395,.62325,1,32.9,.5483333,,58,16,4,4,8,0,0,0,1,1,0,0,,7.5,7.5,,.2,7.6,8,,1,1999,1,1,1,2,1,1,,3,2,1,4,,2,5,5,3,1,1,,1,1,1,1,2,2,3
,11,0,"R_agAai1qVxCgYKf7",1,"TRUE",0,,"12/5/23 09:22","12/5/23 09:31",9.283334,557,"12/5/23 09:31",24.735,.41225,201.397,3.356617,3,125.599,2.093317,,58,16,4,4,8,0,0,0,1,1,0,0,,8.4,8.4,,.1,10,5,,2,2000,1,2,1,2,1,1,,3,1,2,4,,2,5,3,3,3,3,,1,1,2,1,1,1,3
,18,1,"R_BtVXAlGdIQKNcFb",1,"TRUE",0,,"16/5/23 04:10","16/5/23 04:15",4.566667,274,"16/5/23 04:15",5.485,.0914167,55.024,.9170666,1,19.989,.33315,,58,16,4,4,8,0,0,0,1,1,0,0,,9,9,,0,8,6,,1,1999,1,2,1,1,1,1,,1,3,2,4,,1,5,5,5,2,2,,0,1,1,2,0,0,3
,17,0,"R_12i2GxxoyFtsJfO",1,"TRUE",0,,"23/5/23 08:41","23/5/23 08:49",7.9,474,"23/5/23 08:49",43.995,.73325,34.672,.5778667,1,78.135,1.30225,,58,16,4,4,8,0,0,0,1,1,0,0,,10,10,,4,5,3,,2,2002,1,3,1,2,1,1,,2,3,1,4,,1,5,4,3,3,1,,0,1,0,1,1,2,3
,17,0,"R_31uSyjixKQmAplP",1,"TRUE",1,,"19/5/23 05:50","19/5/23 05:55",4.55,273,"19/5/23 05:55",15.903,.26505,49.903,.8317167,1,20.496,.3416,,59,16,4,4,6,0,0,0,1,0,1,0,,8.8,8.8,,0,10,9,,2,2002,1,3,1,2,1,1,,2,3,1,4,,2,5,5,5,3,3,,1,1,1,2,1,0,3
,8,0,"R_2PwnvOSCEWOqXJU",1,"TRUE",0,,"16/5/23 10:28","16/5/23 10:38",10.23333,614,"16/5/23 10:38",75.432,1.2572,272.607,4.54345,3,98.902,1.648367,,59,16,4,4,6,0,0,0,1,0,1,0,,7.5,7.5,,3.4,2,0,,2,2000,1,5,1,2,1,1,,2,3,1,4,,2,5,5,4,3,2,,1,1,1,1,1,1,1
,4,1,"R_2Tnipimqtzquq1P",1,"TRUE",1,,"27/4/23 03:54","27/4/23 03:59",5.283333,317,"27/4/23 03:59",41.054,.6842334,92.683,1.544717,1,35.78,.5963333,,59,16,4,4,6,0,0,0,1,0,1,0,,6.8,6.8,,0,4.6,0,,2,1987,2,7,1,2,1,1,,2,3,1,4,,2,5,5,4,3,2,,1,1,1,1,1,1,1
,8,0,"R_1gGAZFrvm8TuVWm",1,"TRUE",1,,"11/5/23 07:52","11/5/23 07:59",6.816667,409,"11/5/23 07:59",21.142,.3523667,116.181,1.93635,2,61.797,1.02995,,59,16,4,4,6,0,0,0,1,0,1,0,,10,10,,2,8,5,,1,2001,1,4,1,2,1,1,,3,1,2,4,,1,5,5,4,3,2,,0,1,1,1,1,1,3
,22,0,"R_410EKd4pQUuRgPL",1,"TRUE",0,,"2/5/23 07:28","2/5/23 07:33",5.183333,311,"2/5/23 07:33",33.218,.5536333,51.326,.8554333,1,43.592,.7265333,,59,16,4,4,6,0,0,0,1,0,1,0,,9.5,9.5,,0,8,8,,2,2001,1,7,1,2,1,1,,2,3,1,4,,2,5,5,4,3,3,,1,1,1,1,1,0,3
,7,0,"R_3RjUhKmAXiHeSPg",1,"TRUE",0,,"17/5/23 10:26","17/5/23 10:34",7.2,432,"17/5/23 10:34",48.904,.8150666,142.067,2.367783,2,62.56,1.042667,,59,16,4,4,6,0,0,0,1,0,1,0,,7.5,7.5,,.2,8,5,,2,2003,1,2,1,1,1,1,,3,2,1,4,,2,5,5,4,3,2,,1,1,1,1,1,1,1
,22,0,"R_3hyVsPsoqfjxFnV",1,"TRUE",1,,"2/5/23 06:51","2/5/23 07:03",11.48333,689,"2/5/23 07:03",81.445,1.357417,150.833,2.513883,2,165.167,2.752784,,59,16,4,4,6,0,0,0,1,0,1,0,,8,8,,1.5,6,5,,2,2001,1,4,1,1,1,1,,2,3,1,4,,2,5,5,4,3,1,,1,1,1,1,1,2,3
,14,0,"R_2DN9QCmMJ0ODRvw",1,"TRUE",1,,"10/5/23 05:19","10/5/23 05:26",7.233333,434,"10/5/23 05:26",65.5,1.091667,165.705,2.76175,3,57.368,.9561333,,59,16,4,4,6,0,0,0,1,0,1,0,,7,7,,2.1,7.5,6,,2,2001,1,3,1,2,1,2,,2,3,1,4,,2,5,5,4,3,2,,1,1,1,1,1,1,1
,8,0,"R_2QX4wV2LS8196FQ",1,"TRUE",1,,"11/5/23 13:28","11/5/23 13:34",6,360,"11/5/23 13:34",33.322,.5553666,91.732,1.528867,1,46.014,.7669,,59,16,4,4,6,0,0,0,1,0,1,0,,8.3,8.3,,3,4,3,,1,1998,1,4,1,2,1,1,,3,2,1,4,,2,4,1,4,3,3,,1,0,0,1,1,0,3
,4,1,"R_2uwZ3cMkZiXtPLV",1,"TRUE",1,,"27/4/23 03:41","27/4/23 03:50",9.233334,554,"27/4/23 03:50",51.455,.8575833,118.093,1.968217,2,157.554,2.6259,,59,16,4,4,6,0,0,0,1,0,1,0,,8.7,8.7,,6,1.1,1,,2,2001,1,4,1,1,1,1,,2,3,1,4,,2,1,5,4,3,2,,1,0,1,1,1,1,3
,20,0,"R_29iZOHicXMQRFkK",1,"TRUE",1,,"22/5/23 10:03","22/5/23 10:12",9.233334,554,"22/5/23 10:12",54.227,.9037834,155.746,2.595767,3,64.834,1.080567,,59,16,4,4,6,0,0,0,1,0,1,0,,7.8,7.8,,.6,9,7,,2,2004,1,1,1,1,1,1,,2,3,1,4,,2,5,5,4,3,2,,1,1,1,1,1,1,1
,6,1,"R_2DTZevvHi1GnN4T",1,"TRUE",0,,"19/4/23 14:43","19/4/23 14:53",9.316667,559,"19/4/23 14:53",74.064,1.2344,176.43,2.9405,3,55.447,.9241167,,59,16,4,4,6,0,0,0,1,0,1,0,,10,10,,0,9,5,,1,2003,1,2,1,2,1,1,,1,3,2,4,,2,5,5,4,3,2,,1,1,1,1,1,1,1
,10,0,"R_skf9apelmGcVimJ",1,"TRUE",1,,"25/4/23 09:17","25/4/23 09:26",8.916667,535,"25/4/23 09:26",36.908,.6151333,223.085,3.718083,3,47.591,.7931833,,59,16,4,4,6,0,0,0,1,0,1,0,,9.2,9.2,,0,6.5,3,,2,2002,1,3,1,2,1,1,,3,2,1,4,,2,5,5,4,3,2,,1,1,1,1,1,1,1
,6,1,"R_2ckBLzisSrH8YoW",1,"TRUE",0,,"19/4/23 09:33","19/4/23 09:41",7.616667,457,"19/4/23 09:41",59.382,.9897,152.719,2.545316,3,45.998,.7666333,,59,16,4,4,6,0,0,0,1,0,1,0,,10,10,,0,8,6,,2,1990,2,1,2,2,1,1,,2,3,1,4,,2,5,5,4,3,2,,1,1,1,1,1,1,1
,17,0,"R_1IA9svKBo8Abqnb",1,"TRUE",0,,"23/5/23 08:44","23/5/23 08:52",7.833333,470,"23/5/23 08:52",57.077,.9512833,104.33,1.738833,2,104.093,1.734883,,59,16,4,4,6,0,0,0,1,0,1,0,,7,7,,0,7,7,,2,2002,1,3,1,2,1,1,,2,3,1,4,,2,5,5,5,2,1,,1,1,1,2,0,2,3
,12,0,"R_2fwio43DioKbc1N",1,"TRUE",1,,"3/5/23 15:41","3/5/23 15:47",6.266667,376,"3/5/23 15:47",45.893,.7648833,97.642,1.627367,1,37.383,.62305,,59,16,4,4,6,0,0,0,1,0,1,0,,9.5,9.5,,0,9,6,,2,2001,1,4,1,1,1,1,,2,3,1,4,,2,5,5,4,3,2,,1,1,1,1,1,1,1
,15,0,"R_29iUx4c0eNnqDyp",1,"TRUE",0,,"18/5/23 14:55","18/5/23 15:01",6.2,372,"18/5/23 15:02",36.306,.6051,95.73,1.5955,1,54.064,.9010667,,60,15,4,4,6,0,0,0,1,0,0,0,,8.5,8.5,,5.6,6.5,7,,2,2003,1,2,1,2,1,1,,3,2,1,4,,2,5,5,3,3,3,,1,1,1,1,1,0,3
,17,0,"R_2wpFZNGs2IzucHv",1,"TRUE",1,,"19/5/23 09:10","19/5/23 09:19",9.516666,571,"19/5/23 09:19",83.488,1.391467,164.19,2.7365,3,52.53,.8755,,60,15,4,4,6,0,0,0,1,0,0,0,,8.5,8.5,,0,8,7,,2,2003,1,2,1,2,1,1,,3,2,1,4,,2,5,5,3,3,2,,1,1,1,1,1,1,1
,16,0,"R_2fiVwXuC8qwlEBy",1,"TRUE",0,,"10/5/23 03:19","10/5/23 03:26",6.7,402,"10/5/23 03:26",13.604,.2267333,147.341,2.455683,2,54.681,.91135,,60,15,4,4,6,0,0,0,1,0,0,0,,9,9,,9.1,7,4,,1,2001,1,3,1,1,1,1,,2,3,1,4,,2,5,5,3,3,2,,1,1,1,1,1,1,1
,18,1,"R_3P7ZERVavdEvHhg",1,"TRUE",1,,"24/4/23 13:56","24/4/23 14:08",12.31667,739,"24/4/23 14:08",115.954,1.932567,208.106,3.468433,3,66.389,1.106483,,60,15,4,4,6,0,0,0,1,0,0,0,,8.1,8.1,,1,7,2,,2,1991,2,4,1,2,1,1,,3,1,2,4,,2,5,5,3,3,2,,1,1,1,1,1,1,1
